년도,도로종류,도로종류코드,지점번호,호선명,호선코드,상/하행,상/하행코드,시간대,시간대코드,지역,지역코드,구간명,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종,전차종합계
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,08시~09시,08,경기 파주 적성면,3120037,적암 → 파평,505,4,60,30,14,21,2,1,0,2,0,0,639
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,09시~10시,09,경기 파주 적성면,3120037,파평 → 적암,307,3,37,18,7,12,2,0,0,3,0,0,389
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,09시~10시,09,경기 파주 적성면,3120037,적암 → 파평,429,4,51,25,13,18,2,1,0,1,0,0,544
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,10시~11시,10,경기 파주 적성면,3120037,파평 → 적암,299,3,35,17,7,12,2,0,0,3,0,0,378
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,10시~11시,10,경기 파주 적성면,3120037,적암 → 파평,393,3,47,24,11,16,2,1,0,1,0,0,498
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,11시~12시,11,경기 파주 적성면,3120037,파평 → 적암,284,2,33,17,7,12,2,0,0,3,0,0,360
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,11시~12시,11,경기 파주 적성면,3120037,적암 → 파평,449,4,54,26,13,18,2,1,0,1,0,0,568
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,12시~13시,12,경기 파주 적성면,3120037,파평 → 적암,271,2,31,16,5,11,2,0,0,2,0,0,340
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,12시~13시,12,경기 파주 적성면,3120037,적암 → 파평,494,4,59,29,15,21,2,2,0,2,0,0,628
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,13시~14시,13,경기 파주 적성면,3120037,파평 → 적암,358,3,42,21,8,15,2,0,0,3,0,0,452
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,13시~14시,13,경기 파주 적성면,3120037,적암 → 파평,419,3,50,25,12,17,2,1,0,1,0,0,530
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,14시~15시,14,경기 파주 적성면,3120037,파평 → 적암,407,4,47,24,9,17,2,0,0,4,0,0,514
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,14시~15시,14,경기 파주 적성면,3120037,적암 → 파평,374,3,44,22,11,16,2,1,0,1,0,0,474
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,15시~16시,15,경기 파주 적성면,3120037,파평 → 적암,457,4,53,26,9,18,2,0,0,4,0,0,573
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,15시~16시,15,경기 파주 적성면,3120037,적암 → 파평,329,3,40,20,9,14,2,0,0,1,0,0,418
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,16시~17시,16,경기 파주 적성면,3120037,파평 → 적암,473,4,55,28,10,19,2,0,0,4,0,0,595
2024,일반국도,2,3727-03,일반국도 37호선,37,하행,2,16시~17시,16,경기 파주 적성면,3120037,적암 → 파평,310,3,37,18,9,12,2,0,0,0,0,0,391
2024,일반국도,2,3727-03,일반국도 37호선,37,상행,1,17시~18시,17,경기 파주 적성면,3120037,파평 → 적암,472,4,55,28,10,19,3,0,0,4,0,0,595
2024,일반국도,2,3802-03,일반국도 38호선,38,하행,2,11시~12시,11,경기 평택 팽성읍,3107011,팽성읍→안중면,640,16,76,36,19,12,2,2,0,2,0,0,805
2024,일반국도,2,3802-03,일반국도 38호선,38,상행,1,12시~13시,12,경기 평택 팽성읍,3107011,안중면→팽성읍,840,21,92,49,25,15,5,1,0,7,0,0,1055
2024,일반국도,2,3802-03,일반국도 38호선,38,하행,2,12시~13시,12,경기 평택 팽성읍,3107011,팽성읍→안중면,830,21,99,47,24,15,2,2,0,2,0,0,1042
2024,일반국도,2,3802-03,일반국도 38호선,38,상행,1,13시~14시,13,경기 평택 팽성읍,3107011,안중면→팽성읍,793,20,88,46,24,15,4,1,0,7,0,0,998
2024,일반국도,2,3802-03,일반국도 38호선,38,하행,2,13시~14시,13,경기 평택 팽성읍,3107011,팽성읍→안중면,860,21,102,48,25,16,2,2,0,2,0,0,1078
2024,일반국도,2,3802-03,일반국도 38호선,38,상행,1,14시~15시,14,경기 평택 팽성읍,3107011,안중면→팽성읍,822,21,90,48,25,15,4,1,0,7,0,0,1033
2024,일반국도,2,3802-03,일반국도 38호선,38,하행,2,14시~15시,14,경기 평택 팽성읍,3107011,팽성읍→안중면,928,23,111,53,27,17,2,2,0,3,0,0,1166
2024,일반국도,2,3802-03,일반국도 38호선,38,상행,1,15시~16시,15,경기 평택 팽성읍,3107011,안중면→팽성읍,805,20,88,47,24,14,4,1,0,7,0,0,1010
2024,일반국도,2,3802-03,일반국도 38호선,38,하행,2,15시~16시,15,경기 평택 팽성읍,3107011,팽성읍→안중면,937,23,111,53,27,17,2,2,0,3,0,0,1175
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,08시~09시,08,경기 양평 개군면,3138041,천서 → 양평,370,5,59,13,6,5,1,0,0,1,0,0,460
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,08시~09시,08,경기 양평 개군면,3138041,양평 → 천서,494,7,80,19,10,7,0,0,0,0,0,0,617
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,01시~02시,01,경기 가평 설악면,3137031,양평 → 설악,10,0,3,0,0,0,0,0,0,0,0,0,13
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,01시~02시,01,경기 가평 설악면,3137031,설악 → 양평,10,0,2,0,0,0,0,0,0,0,0,0,12
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,02시~03시,02,경기 가평 설악면,3137031,양평 → 설악,24,0,6,1,0,0,0,0,0,0,0,0,31
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,02시~03시,02,경기 가평 설악면,3137031,설악 → 양평,12,0,3,0,0,0,0,0,0,0,0,0,15
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,03시~04시,03,경기 가평 설악면,3137031,양평 → 설악,8,0,2,0,0,0,0,0,0,0,0,0,10
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,03시~04시,03,경기 가평 설악면,3137031,설악 → 양평,4,0,1,0,0,0,0,0,0,0,0,0,5
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,04시~05시,04,경기 가평 설악면,3137031,양평 → 설악,55,1,15,2,1,0,0,0,0,0,0,0,74
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,04시~05시,04,경기 가평 설악면,3137031,설악 → 양평,71,1,17,3,1,0,0,0,0,0,0,0,93
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,05시~06시,05,경기 가평 설악면,3137031,양평 → 설악,74,1,20,3,1,1,0,0,0,0,0,0,100
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,05시~06시,05,경기 가평 설악면,3137031,설악 → 양평,103,2,24,4,1,1,0,0,0,0,0,0,135
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,06시~07시,06,경기 가평 설악면,3137031,양평 → 설악,82,1,22,3,1,1,0,0,0,0,0,0,110
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,06시~07시,06,경기 가평 설악면,3137031,설악 → 양평,227,4,53,8,2,1,0,0,0,0,0,0,295
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,07시~08시,07,경기 가평 설악면,3137031,양평 → 설악,112,2,29,4,1,1,0,0,0,0,0,0,149
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,07시~08시,07,경기 가평 설악면,3137031,설악 → 양평,195,3,46,7,2,1,0,0,0,0,0,0,254
2024,일반국도,2,3721-03,일반국도 37호선,37,상행,1,08시~09시,08,경기 가평 설악면,3137031,양평 → 설악,196,4,52,7,3,2,0,0,0,0,0,0,264
2024,일반국도,2,3721-03,일반국도 37호선,37,하행,2,08시~09시,08,경기 가평 설악면,3137031,설악 → 양평,167,3,40,6,2,1,0,0,0,0,0,0,219
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,17시~18시,17,경기 양평 개군면,3138041,천서 → 양평,342,5,54,12,5,5,0,0,0,1,0,0,424
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,17시~18시,17,경기 양평 개군면,3138041,양평 → 천서,504,8,82,19,10,7,0,0,0,0,0,0,630
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,18시~19시,18,경기 양평 개군면,3138041,천서 → 양평,355,5,56,12,5,5,1,0,0,1,0,0,440
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,18시~19시,18,경기 양평 개군면,3138041,양평 → 천서,525,8,86,20,11,7,0,0,0,0,0,0,657
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,19시~20시,19,경기 양평 개군면,3138041,천서 → 양평,238,3,38,8,4,3,0,0,0,1,0,0,295
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,19시~20시,19,경기 양평 개군면,3138041,양평 → 천서,243,4,39,9,5,3,0,0,0,0,0,0,303
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,20시~21시,20,경기 양평 개군면,3138041,천서 → 양평,189,3,30,6,3,3,0,0,0,1,0,0,235
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,20시~21시,20,경기 양평 개군면,3138041,양평 → 천서,219,3,36,8,4,3,0,0,0,0,0,0,273
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,21시~22시,21,경기 양평 개군면,3138041,천서 → 양평,168,2,27,6,3,2,0,0,0,1,0,0,209
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,21시~22시,21,경기 양평 개군면,3138041,양평 → 천서,187,3,31,7,4,3,0,0,0,0,0,0,235
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,22시~23시,22,경기 양평 개군면,3138041,천서 → 양평,61,1,10,2,1,1,0,0,0,0,0,0,76
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,22시~23시,22,경기 양평 개군면,3138041,양평 → 천서,101,2,16,4,2,1,0,0,0,0,0,0,126
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,23시~24시,23,경기 양평 개군면,3138041,천서 → 양평,37,1,6,1,1,0,0,0,0,0,0,0,46
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,23시~24시,23,경기 양평 개군면,3138041,양평 → 천서,74,1,12,3,1,1,0,0,0,0,0,0,92
2024,일반국도,2,3720-00,일반국도 37호선,37,상행,1,00시~01시,24,경기 양평 개군면,3138041,천서 → 양평,31,0,5,1,0,0,0,0,0,0,0,0,37
2024,일반국도,2,3720-00,일반국도 37호선,37,하행,2,00시~01시,24,경기 양평 개군면,3138041,양평 → 천서,53,1,9,2,1,1,0,0,0,0,0,0,67
2024,일반국도,2,3721-01,일반국도 37호선,37,상행,1,01시~02시,01,경기 양평 양평읍,3138011,옥천 → 용문,20,0,5,1,0,0,0,0,0,0,0,0,26
2024,일반국도,2,3805-01,일반국도 38호선,38,상행,1,13시~14시,13,경기 이천 설성면,3121037,일죽 → 장호원,234,8,51,35,25,8,3,1,0,2,0,0,367
2024,일반국도,2,3805-01,일반국도 38호선,38,하행,2,13시~14시,13,경기 이천 설성면,3121037,장호원 → 일죽,289,13,38,36,22,7,2,1,0,1,0,0,409
2024,일반국도,2,3805-01,일반국도 38호선,38,상행,1,14시~15시,14,경기 이천 설성면,3121037,일죽 → 장호원,266,9,57,39,28,9,3,1,0,2,0,0,414
2024,일반국도,2,4801-01,일반국도 48호선,48,하행,2,15시~16시,15,인천 강화 하점면,2331037,강화 → 하점,226,7,50,7,4,1,2,0,0,0,0,0,297
2024,일반국도,2,4801-01,일반국도 48호선,48,상행,1,16시~17시,16,인천 강화 하점면,2331037,하점 → 강화,153,0,34,8,5,7,1,0,0,2,0,0,210
2024,일반국도,2,4801-01,일반국도 48호선,48,하행,2,16시~17시,16,인천 강화 하점면,2331037,강화 → 하점,234,6,51,8,4,2,2,0,0,0,0,0,307
2024,일반국도,2,4801-01,일반국도 48호선,48,상행,1,17시~18시,17,인천 강화 하점면,2331037,하점 → 강화,107,0,24,6,3,5,0,0,0,1,0,0,146
2024,일반국도,2,4801-01,일반국도 48호선,48,하행,2,17시~18시,17,인천 강화 하점면,2331037,강화 → 하점,209,6,46,7,4,1,2,0,0,0,0,0,275
2024,일반국도,2,4801-01,일반국도 48호선,48,상행,1,18시~19시,18,인천 강화 하점면,2331037,하점 → 강화,102,0,23,5,3,5,0,0,0,1,0,0,139
2024,일반국도,2,4203-02,일반국도 42호선,42,하행,2,10시~11시,10,경기 안산 상록 반월동,3109171,수원 → 안산,2279,29,287,53,21,8,4,0,0,8,0,4,2693
2024,일반국도,2,4203-02,일반국도 42호선,42,상행,1,11시~12시,11,경기 안산 상록 반월동,3109171,안산 → 수원,2329,30,270,42,16,12,4,0,0,8,0,0,2711
2024,일반국도,2,4203-02,일반국도 42호선,42,하행,2,11시~12시,11,경기 안산 상록 반월동,3109171,수원 → 안산,2388,30,300,56,23,9,5,0,0,8,0,4,2823
2024,일반국도,2,4203-02,일반국도 42호선,42,상행,1,12시~13시,12,경기 안산 상록 반월동,3109171,안산 → 수원,2386,31,277,44,17,13,4,0,0,8,0,0,2780
2024,일반국도,2,4203-02,일반국도 42호선,42,하행,2,12시~13시,12,경기 안산 상록 반월동,3109171,수원 → 안산,2159,27,272,49,21,9,4,0,0,6,0,4,2551
2024,일반국도,2,4203-02,일반국도 42호선,42,상행,1,13시~14시,13,경기 안산 상록 반월동,3109171,안산 → 수원,2291,32,267,42,17,13,4,0,0,8,0,0,2674
2024,일반국도,2,4203-02,일반국도 42호선,42,하행,2,13시~14시,13,경기 안산 상록 반월동,3109171,수원 → 안산,2162,26,271,49,21,8,4,0,0,6,0,4,2551
2024,일반국도,2,4203-02,일반국도 42호선,42,상행,1,14시~15시,14,경기 안산 상록 반월동,3109171,안산 → 수원,2428,33,281,43,17,13,4,0,0,8,0,0,2827
2024,일반국도,2,4203-02,일반국도 42호선,42,하행,2,14시~15시,14,경기 안산 상록 반월동,3109171,수원 → 안산,2274,27,285,53,22,9,5,0,0,6,0,4,2685
2024,일반국도,2,4203-02,일반국도 42호선,42,상행,1,15시~16시,15,경기 안산 상록 반월동,3109171,안산 → 수원,2384,32,276,44,16,12,4,0,0,8,0,0,2776
2024,일반국도,2,4203-02,일반국도 42호선,42,하행,2,15시~16시,15,경기 안산 상록 반월동,3109171,수원 → 안산,2515,32,317,58,24,10,6,0,0,8,0,4,2974
2024,일반국도,2,4203-02,일반국도 42호선,42,상행,1,16시~17시,16,경기 안산 상록 반월동,3109171,안산 → 수원,2637,35,306,49,18,14,4,0,0,8,0,0,3071
2024,일반국도,2,4203-02,일반국도 42호선,42,하행,2,16시~17시,16,경기 안산 상록 반월동,3109171,수원 → 안산,2633,33,331,59,25,12,7,0,0,8,0,4,3112
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,09시~10시,09,경기 포천 영중면,3127036,양문리 → 성동리,440,14,73,25,7,9,0,0,0,0,0,2,570
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,09시~10시,09,경기 포천 영중면,3127036,성동리 → 양문리,410,43,58,13,24,9,2,0,0,0,0,3,562
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,10시~11시,10,경기 포천 영중면,3127036,양문리 → 성동리,451,15,74,25,7,10,0,0,0,0,0,2,584
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,10시~11시,10,경기 포천 영중면,3127036,성동리 → 양문리,371,38,52,12,22,8,2,0,0,0,0,3,508
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,11시~12시,11,경기 포천 영중면,3127036,양문리 → 성동리,457,14,75,25,7,9,0,0,0,0,0,2,589
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,11시~12시,11,경기 포천 영중면,3127036,성동리 → 양문리,381,40,54,12,23,9,2,0,0,0,0,3,524
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,12시~13시,12,경기 포천 영중면,3127036,양문리 → 성동리,421,14,69,23,7,9,0,0,0,0,0,2,545
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,12시~13시,12,경기 포천 영중면,3127036,성동리 → 양문리,446,47,64,14,27,10,2,0,0,0,0,3,613
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,13시~14시,13,경기 포천 영중면,3127036,양문리 → 성동리,342,11,56,19,5,7,0,0,0,0,0,1,441
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,13시~14시,13,경기 포천 영중면,3127036,성동리 → 양문리,526,54,74,17,31,11,2,0,0,0,0,4,719
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,14시~15시,14,경기 포천 영중면,3127036,양문리 → 성동리,346,11,57,19,6,8,0,0,0,0,0,1,448
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,14시~15시,14,경기 포천 영중면,3127036,성동리 → 양문리,494,51,70,16,29,11,2,0,0,0,0,3,676
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,15시~16시,15,경기 포천 영중면,3127036,양문리 → 성동리,326,11,54,18,5,7,0,0,0,0,0,1,422
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,15시~16시,15,경기 포천 영중면,3127036,성동리 → 양문리,508,52,72,16,30,11,2,0,0,0,0,4,695
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,16시~17시,16,경기 포천 영중면,3127036,양문리 → 성동리,274,9,46,16,5,6,0,0,0,0,0,1,357
2024,일반국도,2,4311-03,일반국도 43호선,43,하행,2,16시~17시,16,경기 포천 영중면,3127036,성동리 → 양문리,492,51,70,16,30,11,2,0,0,0,0,4,676
2024,일반국도,2,4311-03,일반국도 43호선,43,상행,1,17시~18시,17,경기 포천 영중면,3127036,양문리 → 성동리,277,9,45,15,4,5,0,0,0,0,0,1,356
2024,일반국도,2,3717-02,일반국도 37호선,37,하행,2,22시~23시,22,경기 여주 여흥동,3128051,여주IC → 점동,46,2,10,3,3,2,0,0,0,0,0,0,66
2024,일반국도,2,3717-02,일반국도 37호선,37,상행,1,23시~24시,23,경기 여주 여흥동,3128051,점동 → 여주IC,38,2,9,2,2,2,0,0,0,0,0,0,55
2024,일반국도,2,3717-02,일반국도 37호선,37,하행,2,23시~24시,23,경기 여주 여흥동,3128051,여주IC → 점동,36,1,8,2,2,2,0,0,0,0,0,0,51
2024,일반국도,2,3717-02,일반국도 37호선,37,상행,1,00시~01시,24,경기 여주 여흥동,3128051,점동 → 여주IC,23,0,5,2,1,1,0,0,0,0,0,0,32
2024,일반국도,2,3717-02,일반국도 37호선,37,하행,2,00시~01시,24,경기 여주 여흥동,3128051,여주IC → 점동,20,0,5,2,2,0,0,0,0,0,0,0,29
2024,일반국도,2,3719-00,일반국도 37호선,37,상행,1,01시~02시,01,경기 여주 대신면,3128036,개군 → 상구,30,0,4,1,0,0,0,0,0,0,0,0,35
2024,일반국도,2,3719-00,일반국도 37호선,37,하행,2,01시~02시,01,경기 여주 대신면,3128036,상구 → 개군,24,0,4,1,0,0,0,0,0,0,0,0,29
2024,일반국도,2,3719-00,일반국도 37호선,37,상행,1,02시~03시,02,경기 여주 대신면,3128036,개군 → 상구,13,0,2,0,0,0,0,0,0,0,0,0,15
2024,일반국도,2,3719-00,일반국도 37호선,37,하행,2,02시~03시,02,경기 여주 대신면,3128036,상구 → 개군,19,0,3,1,0,0,0,0,0,0,0,0,23
2024,일반국도,2,3719-00,일반국도 37호선,37,상행,1,03시~04시,03,경기 여주 대신면,3128036,개군 → 상구,13,0,1,0,0,0,0,0,0,0,0,0,14
2024,일반국도,2,3719-00,일반국도 37호선,37,하행,2,03시~04시,03,경기 여주 대신면,3128036,상구 → 개군,12,0,2,0,0,0,0,0,0,0,0,0,14
2024,일반국도,2,3719-00,일반국도 37호선,37,상행,1,04시~05시,04,경기 여주 대신면,3128036,개군 → 상구,23,0,4,1,0,0,0,0,0,0,0,0,28
2024,일반국도,2,3728-00,일반국도 37호선,37,하행,2,08시~09시,08,경기 파주 적성면,3120037,적암 → 파평,273,3,31,15,7,14,1,0,0,0,0,0,344
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,17시~18시,17,경기 연천 전곡읍,3135012,전곡 → 적성,375,3,40,23,8,16,2,1,0,2,0,0,470
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,17시~18시,17,경기 연천 전곡읍,3135012,적성 → 전곡,402,4,45,22,11,20,2,0,0,0,0,0,506
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,18시~19시,18,경기 연천 전곡읍,3135012,전곡 → 적성,317,3,34,19,7,14,1,0,0,3,0,0,398
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,18시~19시,18,경기 연천 전곡읍,3135012,적성 → 전곡,335,3,38,18,9,17,2,0,0,0,0,0,422
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,19시~20시,19,경기 연천 전곡읍,3135012,전곡 → 적성,218,2,23,13,5,10,1,0,0,2,0,0,274
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,19시~20시,19,경기 연천 전곡읍,3135012,적성 → 전곡,210,2,24,11,6,11,1,0,0,0,0,0,265
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,20시~21시,20,경기 연천 전곡읍,3135012,전곡 → 적성,108,1,12,6,3,5,0,0,0,1,0,0,136
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,20시~21시,20,경기 연천 전곡읍,3135012,적성 → 전곡,126,1,15,7,4,6,0,0,0,0,0,0,159
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,21시~22시,21,경기 연천 전곡읍,3135012,전곡 → 적성,90,1,9,6,2,3,0,0,0,0,0,0,111
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,21시~22시,21,경기 연천 전곡읍,3135012,적성 → 전곡,98,0,11,6,2,5,0,0,0,0,0,0,122
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,22시~23시,22,경기 연천 전곡읍,3135012,전곡 → 적성,46,0,5,3,1,2,0,0,0,0,0,0,57
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,22시~23시,22,경기 연천 전곡읍,3135012,적성 → 전곡,60,0,7,4,2,3,0,0,0,0,0,0,76
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,23시~24시,23,경기 연천 전곡읍,3135012,전곡 → 적성,42,0,5,3,1,2,0,0,0,0,0,0,53
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,23시~24시,23,경기 연천 전곡읍,3135012,적성 → 전곡,32,0,4,2,0,2,0,0,0,0,0,0,40
2024,일반국도,2,3727-00,일반국도 37호선,37,상행,1,00시~01시,24,경기 연천 전곡읍,3135012,전곡 → 적성,13,0,1,0,0,0,0,0,0,0,0,0,14
2024,일반국도,2,3727-00,일반국도 37호선,37,하행,2,00시~01시,24,경기 연천 전곡읍,3135012,적성 → 전곡,18,0,2,1,0,1,0,0,0,0,0,0,22
2024,일반국도,2,3727-01,일반국도 37호선,37,상행,1,01시~02시,01,경기 파주 적성면,3120037,파평 → 적암,13,0,1,0,0,0,0,0,0,0,0,0,14
2024,일반국도,2,3727-01,일반국도 37호선,37,하행,2,01시~02시,01,경기 파주 적성면,3120037,적암 → 파평,21,0,2,2,0,1,0,0,0,0,0,0,26
2024,일반국도,2,3727-01,일반국도 37호선,37,상행,1,02시~03시,02,경기 파주 적성면,3120037,파평 → 적암,9,0,1,0,0,0,0,0,0,0,0,0,10
2024,일반국도,2,3727-01,일반국도 37호선,37,하행,2,02시~03시,02,경기 파주 적성면,3120037,적암 → 파평,13,0,1,0,0,0,0,0,0,0,0,0,14
2024,일반국도,2,3727-01,일반국도 37호선,37,상행,1,03시~04시,03,경기 파주 적성면,3120037,파평 → 적암,20,0,3,1,0,1,0,0,0,0,0,0,25
2024,일반국도,2,3727-01,일반국도 37호선,37,하행,2,03시~04시,03,경기 파주 적성면,3120037,적암 → 파평,17,0,2,0,0,0,0,0,0,0,0,0,19
2024,일반국도,2,3727-01,일반국도 37호선,37,상행,1,04시~05시,04,경기 파주 적성면,3120037,파평 → 적암,19,0,3,1,0,1,0,0,0,0,0,0,24
2024,일반국도,2,3727-01,일반국도 37호선,37,하행,2,04시~05시,04,경기 파주 적성면,3120037,적암 → 파평,27,0,3,2,0,1,0,0,0,0,0,0,33
2024,일반국도,2,3727-01,일반국도 37호선,37,상행,1,05시~06시,05,경기 파주 적성면,3120037,파평 → 적암,109,1,11,7,2,5,0,0,0,0,0,0,135
2024,일반국도,2,3802-03,일반국도 38호선,38,상행,1,16시~17시,16,경기 평택 팽성읍,3107011,안중면→팽성읍,935,24,103,55,29,17,5,2,0,8,0,0,1178
2024,일반국도,2,3802-03,일반국도 38호선,38,하행,2,16시~17시,16,경기 평택 팽성읍,3107011,팽성읍→안중면,1087,26,129,61,31,19,2,3,0,3,0,0,1361
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,09시~10시,09,경기 평택 안중읍,3107012,만호 → 안중,505,21,92,22,10,8,1,2,0,2,0,0,663
2024,일반국도,2,3801-01,일반국도 38호선,38,하행,2,09시~10시,09,경기 평택 안중읍,3107012,안중 → 만호,768,30,155,36,14,10,3,2,0,4,0,0,1022
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,10시~11시,10,경기 평택 안중읍,3107012,만호 → 안중,546,23,100,24,11,9,1,2,0,2,0,0,718
2024,일반국도,2,3801-01,일반국도 38호선,38,하행,2,10시~11시,10,경기 평택 안중읍,3107012,안중 → 만호,743,29,149,35,14,10,3,2,0,3,0,0,988
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,11시~12시,11,경기 평택 안중읍,3107012,만호 → 안중,590,24,107,26,11,10,1,2,0,2,0,0,773
2024,일반국도,2,3801-01,일반국도 38호선,38,하행,2,11시~12시,11,경기 평택 안중읍,3107012,안중 → 만호,723,28,145,34,13,9,3,2,0,3,0,0,960
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,12시~13시,12,경기 평택 안중읍,3107012,만호 → 안중,615,25,112,27,12,10,1,2,0,2,0,0,806
2024,일반국도,2,3801-01,일반국도 38호선,38,하행,2,12시~13시,12,경기 평택 안중읍,3107012,안중 → 만호,687,27,138,32,13,9,3,2,0,3,0,0,914
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,13시~14시,13,경기 평택 안중읍,3107012,만호 → 안중,597,25,109,26,12,10,1,2,0,2,0,0,784
2024,일반국도,2,3801-01,일반국도 38호선,38,하행,2,13시~14시,13,경기 평택 안중읍,3107012,안중 → 만호,700,27,141,33,13,9,3,2,0,3,0,0,931
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,14시~15시,14,경기 평택 안중읍,3107012,만호 → 안중,621,26,113,27,12,10,1,2,0,2,0,0,814
2024,일반국도,2,3801-01,일반국도 38호선,38,하행,2,14시~15시,14,경기 평택 안중읍,3107012,안중 → 만호,722,28,145,34,13,9,3,2,0,3,0,0,959
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,15시~16시,15,경기 평택 안중읍,3107012,만호 → 안중,662,27,120,29,13,11,2,2,0,2,0,0,868
2024,일반국도,2,3801-01,일반국도 38호선,38,하행,2,15시~16시,15,경기 평택 안중읍,3107012,안중 → 만호,806,31,162,38,15,10,4,2,0,4,0,1,1073
2024,일반국도,2,3801-01,일반국도 38호선,38,상행,1,16시~17시,16,경기 평택 안중읍,3107012,만호 → 안중,715,30,130,32,14,12,2,2,0,2,0,0,939
